Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
51,2,0,1,1,26954,17,4370,17,4,1,11,0,0,1,1,0,2,1,0,7,0
37,2,0,1,1,22327,24,4649,94,5,4,8,2,0,5,1,0,3,1,0,5,0
57,2,1,1,2,44393,60,4629,86,24,2,20,2,2,10,1,0,4,2,0,4,0
70,4,0,1,1,62000,1020,4626,25,899,0,101,0,0,20,6,6,13,1,1,4,1
60,4,1,1,1,31497,155,4888,22,108,1,28,13,1,4,3,1,4,2,0,8,0
48,1,1,1,2,45894,51,4440,15,27,2,7,0,2,13,1,0,3,1,0,5,0
52,3,0,0,0,78579,1812,4872,35,816,66,549,120.5,66,99,5,6,4,1,0,3,2
53,3,0,1,1,67369,1461,4907,81,1225,0,70,37,14,42,7,4,10,4,2,4,1
62,2,0,1,1,58401,96,4388,55,10,0,11,17,29,29,1,2,2,1,0,4,0
70,2,0,1,1,62307,160,4450,94,87,13,34,10,6,10,4,0,4,1,0,5,0
53,3,1,1,2,43641,139,4751,50,57,2,51,4,2,23,2,1,4,3,0,6,0
54,3,0,1,1,63841,908,4752,64,635,15,100,20,7,126.5,9,3,9,1,0,6,1
57,1,1,1,1,46891,183,4619,91,43,12,23,29,15,61,2,1,4,1,0,4,0
53,3,1,1,1,70091,1161,4773,11,964,34,137,15,0,11,5,2,10,2,1,8,1
50,4,1,0,0,78075,988,4403,72,572,8,259,34,35,80,3,5,5,1,0,1,2
61,1,0,1,1,59184,1072,4976,6,341,81,113,120.5,81,66,6,6,12,3,0,5,1
45,2,1,1,2,54809,174,4609,0,63,6,57,13,13,22,2,1,5,4,0,4,0
63,2,1,1,1,58113,758,4838,66,221,81,169,102,78,84,9,2,8,3,0,7,1
64,3,1,1,1,51412,195,4498,42,140,3,29,4,5,14,3,2,4,2,0,4,0
43,2,0,1,1,15287,31,4945,60,1,2,8,4,3,13,1,1,2,2,1,7,0
65,3,1,0,0,66636,1084,4634,64,291,10,556,84,10,0,3,4,9,1,0,1,2
66,3,1,1,1,50965,685,4812,87,544,13,85,8,6,29,10,4,5,3,1,8,1
57,4,1,0,0,84618,1672,4537,96,684,81,556,21,66,0,6,9,10,1,1,2,2
32,2,1,0,0,18351,43,4561,1,1,12,9,0,14,7,2,0,3,1,0,7,0
65,4,1,1,2,40451,49,4451,54,35,0,4,0,0,10,1,1,2,1,1,5,0
57,2,1,1,1,36317,133,4721,53,87,3,25,3,2,13,3,0,4,2,0,7,0
65,2,1,1,1,42213,363,4578,96,309,3,24,4,3,20,5,1,7,2,1,7,1
67,2,1,1,1,65748,545,4758,58,172,73,93,95,78,34,2,4,10,2,0,1,2
50,2,1,1,1,77044,1065,4563,12,625,38,242,50,34,76,7,11,11,2,1,4,2
53,2,1,0,0,74918,2047,4792,78,972,59,556,25,19,59,5,9,6,1,1,3,2
50,2,1,1,2,56721,296,4924,64,157,6,39,6,13,75,4,1,5,5,0,6,1
47,2,0,1,2,42160,140,4684,26,48,9,45,3,15,20,2,1,4,4,0,6,0
57,2,0,1,1,61559,530,4665,8,279,81,88,32,14,34,4,2,10,1,0,3,1
59,4,1,1,2,33629,152,5008,49,132,0,16,0,0,4,3,1,4,5,0,9,0
31,4,1,0,0,68682,1598,4584,56,919,0,505,99,30,45,4,9,10,1,0,2,2
59,2,0,1,1,34377,114,4844,55,62,0,22,3,1,26,2,2,2,2,0,7,0
36,0,0,1,1,8940,101,4994,25,1,45,3,4,6,42,3,1,3,3,0,8,0
49,2,1,1,1,26228,25,4598,50,2,6,4,3,1,9,1,0,2,1,0,8,0
65,1,0,0,0,77297,789,4837,84,408,61,109,48,81,41,5,7,9,1,1,4,2
41,2,1,1,2,40211,87,4652,30,51,1,7,2,1,25,2,1,2,2,1,8,0
64,4,0,1,2,33438,90,4598,81,62,1,16,3,2,6,2,1,4,4,0,5,0
63,4,1,1,1,75032,1215,4745,74,952,12,180,47,12,12,5,4,9,2,0,3,1
67,4,0,0,0,61284,811,4578,76,618,15,106,20,7,45,11,2,8,1,1,6,2
36,2,1,1,1,22518,61,4933,36,11,7,12,2,2,27,2,1,2,2,1,5,0
47,3,1,1,1,54730,405,4636,64,318,3,17,4,7,56,4,1,8,5,0,4,1
67,3,1,1,2,38452,72,4409,62,56,0,14,0,0,2,3,0,3,3,0,7,0
51,2,0,1,2,44421,189,4817,53,110,5,59,7,1,7,5,0,4,5,0,8,0
36,4,1,1,1,38197,40,4683,86,23,0,11,2,1,3,1,0,3,1,0,5,0
44,2,0,1,1,41986,63,4458,15,27,5,8,8,3,12,3,0,4,3,0,4,0
39,2,1,1,1,28427,52,4783,67,18,3,19,3,3,6,2,0,3,2,0,8,0
46,4,1,1,1,37395,39,4376,47,18,0,9,0,1,11,1,0,3,1,0,6,0
51,2,1,1,1,64722,805,4352,47,303,0,280,60,81,15,8,2,11,4,0,6,1
66,3,1,1,1,55249,130,4391,81,97,1,19,2,0,11,2,1,4,1,0,3,0
50,2,1,0,0,84906,1631,4586,98,997,15,414,99,30,76,5,6,12,1,3,2,2
33,2,1,1,1,28691,34,4678,56,5,4,13,8,0,4,1,0,3,1,0,8,0
70,2,0,1,2,44213,152,4530,48,95,11,35,0,4,7,2,1,5,4,0,6,0
38,0,0,1,1,25707,21,4480,18,1,6,2,3,6,3,1,0,3,1,0,7,0
55,4,1,1,3,59062,71,4587,74,46,1,12,3,0,9,2,0,3,2,0,4,0
60,2,0,1,1,76624,899,4354,68,411,81,147,54,81,66,5,10,7,1,1,1,2
75,3,1,0,0,66000,711,4388,36,244,51,270,101,0,45,1,3,5,1,0,1,2
44,4,1,1,1,27683,351,5012,90,152,9,121,12,12,45,6,2,4,4,0,8,1
51,2,0,0,0,1730,8,4360,65,1,1,3,1,1,1,0,0,0,15,0,20,0
30,0,0,1,1,7500,119,4891,63,10,17,18,8,26,40,3,2,2,4,0,9,0
54,2,1,1,2,40521,21,4768,82,12,0,5,0,0,4,0,1,2,1,0,5,0
49,4,1,1,1,20427,10,4415,63,5,0,4,0,0,1,1,0,2,1,0,8,0
47,2,1,1,1,65106,973,4354,55,790,19,133,12,0,19,8,3,13,3,1,6,1
57,4,1,0,0,69969,1536,4624,64,882,29,514,38,29,44,4,2,6,1,2,3,2
70,2,1,1,2,67433,992,4666,51,615,28,259,12,48,30,6,5,13,4,1,4,1
55,4,1,1,1,77766,1529,4810,97,1004,59,265,115,59,27,11,10,11,2,1,6,2
50,2,1,1,1,74716,860,4608,92,133,27,421,13,81,71,7,3,5,2,0,4,1
59,2,0,1,1,68118,928,4572,51,595,23,123,10,23,126.5,8,9,4,2,0,6,1
52,4,1,1,2,55158,418,5017,72,293,0,87,4,11,23,7,2,5,4,0,7,1
67,1,1,1,1,62972,587,5013,39,313,15,47,20,0,126.5,7,4,3,2,0,6,1
47,2,1,1,1,74190,641,4366,49,151,81,86,120.5,81,64,4,2,11,2,0,2,2
46,2,1,1,2,39356,23,4420,21,15,0,2,0,0,6,1,0,2,1,1,6,0
53,2,1,0,0,76653,2279,4635,91,736,63,556,120.5,81,126,4,7,11,1,2,2,2
49,4,0,1,2,35860,49,4359,37,15,0,8,4,2,20,1,1,2,2,1,5,0
39,4,0,0,0,90687,1779,4721,98,982,17,556,23,34,51,6,2,8,1,1,2,2
40,3,1,0,0,73450,1804,4524,85,1142,51,415,90,69,37,7,8,11,1,2,3,2
62,2,1,1,2,31454,48,4676,40,28,0,11,0,0,9,2,0,3,3,0,8,0
70,2,0,1,2,47139,83,4433,2,46,0,12,0,2,23,2,1,2,2,0,7,0
47,2,0,0,0,83829,1862,4582,78,897,81,430,120.5,81,27,4,7,6,0,3,1,2
59,4,1,1,2,53378,793,4961,41,489,6,152,8,6,126.5,9,4,6,10,0,8,1
52,2,1,1,1,19656,84,4824,94,25,4,9,6,8,32,2,1,3,3,0,7,0
74,4,1,1,1,45579,183,4631,10,145,1,33,2,1,1,4,1,4,1,0,6,0
64,1,0,0,0,85485,1383,4326,73,630,26,556,44,18,54,6,6,6,1,0,2,2
78,2,1,0,0,55956,999,4401,22,760,38,104,50,9,38,7,3,4,2,1,4,2
59,3,0,1,1,64191,825,4841,30,420,15,186,120.5,38,15,5,3,13,3,0,3,1
50,2,0,1,1,38808,246,4990,21,125,17,52,3,19,30,5,1,4,4,1,8,1
56,3,1,1,2,57183,610,4785,51,464,5,64,7,0,70,9,1,7,8,0,8,1
54,3,0,1,1,23748,76,4903,97,6,6,29,12,15,8,2,1,3,3,0,8,0
51,2,1,1,1,66303,1286,4806,56,1090,12,96,16,12,60,3,4,11,4,1,8,1
47,3,1,1,1,37368,30,4513,4,3,2,11,2,2,10,1,0,2,1,1,6,0
58,2,1,1,3,40800,99,4862,77,24,0,27,8,30,10,3,0,3,2,0,7,0
44,2,0,0,0,71847,1192,4964,95,737,21,106,55,63,126.5,6,7,9,0,1,3,2
47,2,1,1,1,46149,362,4530,36,254,6,71,4,0,27,5,1,7,5,0,5,1
39,2,1,0,0,78687,2130,5007,13,817,81,556,120.5,55,126.5,4,6,8,1,1,2,2
51,1,0,0,0,49118,1229,4998,90,620,54,239,99,81,119,9,7,10,2,2,7,2
65,4,1,1,2,37633,38,4965,49,13,4,20,0,0,1,1,0,3,2,0,9,0
71,3,1,0,0,39767,485,4661,18,113,61,204,34,26,47,7,1,7,2,0,8,1
71,0,1,0,0,26997,434,4919,89,7,23,78,120.5,49,126.5,4,2,5,2,0,7,1
52,2,0,1,1,33986,44,4790,43,16,2,18,2,1,5,1,0,3,1,0,7,0
50,4,1,1,1,57091,496,4901,82,462,0,24,6,0,4,9,2,5,2,1,7,1
53,1,1,1,2,46831,78,4704,84,22,2,10,6,4,34,1,2,2,2,0,4,0
50,3,1,0,0,83151,2346,4822,80,968,81,556,120.5,42,126.5,5,7,10,1,3,2,2
51,2,1,0,0,52531,794,4864,68,283,81,151,51,72,125,7,2,10,2,0,6,2
66,2,1,0,0,15759,17,4615,12,1,2,5,6,0,3,1,0,2,1,0,7,0
51,2,0,1,1,22804,26,4651,75,14,1,7,2,1,1,2,0,2,1,0,9,0
49,1,1,1,1,43050,76,4421,10,30,5,24,6,3,8,2,0,4,2,0,5,0
45,4,0,1,2,42997,15,4522,91,4,0,5,0,1,5,1,0,2,1,0,7,0
59,4,0,1,2,48918,62,4396,21,52,0,9,0,0,1,1,0,4,2,0,4,0
68,3,1,1,1,60033,198,4410,28,62,1,57,19,11,48,2,1,5,2,0,2,0
44,4,1,1,1,34043,49,4565,97,20,2,14,3,0,10,2,0,2,1,0,9,0
56,2,1,1,1,57811,802,4688,49,545,7,114,37,21,78,7,2,11,5,1,5,1
76,2,1,0,0,78569,1736,4448,14,558,79,556,120.5,81,95,4,6,4,1,1,1,2
44,2,0,1,2,7500,57,4867,5,6,5,4,13,4,25,2,1,3,4,0,6,0
51,3,1,1,1,117416.25,59,4708,37,39,1,9,2,0,8,1,0,1,0,0,1,0
69,2,1,0,0,94384,2302,4800,62,1111,24,556,120.5,45,126.5,5,8,5,0,3,2,2
37,1,1,0,0,23148,37,4449,83,4,6,8,6,3,10,2,0,3,1,0,7,0
52,2,0,1,2,44267,310,4807,48,183,5,65,3,5,49,5,2,4,5,0,9,1
43,2,1,0,0,71626,1305,4923,94,546,72,376,94,81,72,5,5,8,1,1,3,2
56,2,1,1,1,60894,832,4684,61,606,7,155,10,0,54,10,3,8,5,0,7,1
46,2,1,1,2,50200,401,4770,70,266,6,51,8,6,64,7,1,5,6,0,8,1
57,4,1,0,0,81051,1501,4355,43,1142,29,249,38,29,14,5,5,12,1,2,2,2
40,2,1,0,0,65169,1189,4484,23,1074,0,69,0,0,46,10,4,13,1,4,6,2
50,2,1,1,1,59868,1194,4660,37,771,51,154,54,10,126.5,11,2,12,7,0,6,1
62,4,1,1,1,65695,656,4467,50,371,32,189,0,58,6,5,4,10,2,0,4,1
66,3,0,0,0,64857,1540,4901,78,556,14,556,120.5,0,43,7,5,10,1,0,4,2
57,3,1,1,1,45143,311,4625,74,202,5,74,11,5,14,6,1,5,3,0,7,1
67,1,1,1,1,74805,820,4553,14,209,81,209,41,81,37,4,7,10,5,0,2,2
33,1,1,1,1,59060,274,4487,77,35,40,111,36,40,12,3,1,7,3,0,4,1
60,4,0,1,2,27238,57,4753,39,37,0,17,0,0,3,3,0,3,3,0,9,0
57,2,1,1,1,47009,448,4589,89,171,45,73,59,10,90,3,2,8,4,0,4,1
49,1,1,1,2,46094,44,4337,62,12,2,20,3,2,5,1,0,3,1,0,7,0
50,2,1,1,2,40321,102,4653,59,44,4,21,6,0,27,3,0,3,2,0,7,0
38,2,1,1,1,37235,61,4466,68,20,2,9,4,6,20,1,1,2,1,0,4,0
62,3,1,0,0,81843,1643,4751,13,779,81,537,34,69,126.5,5,9,12,1,0,3,2
64,3,1,1,1,46692,397,4706,37,170,6,97,24,12,88,6,1,5,3,0,6,1
54,2,1,1,1,77382,1121,4491,36,491,48,231,112,81,126.5,5,7,12,2,1,1,2
45,2,0,1,2,37774,473,4982,28,173,8,107,7,2,126.5,7,2,3,4,1,9,1
48,0,1,1,1,18393,50,4410,2,7,10,13,16,0,4,3,0,3,2,0,8,0
60,3,1,1,1,72828,1678,4818,17,1205,0,235,19,14,126.5,6,3,13,6,0,7,1
40,2,1,0,0,24711,58,4390,86,10,7,25,6,3,7,3,0,3,1,0,7,0
47,4,1,1,1,45503,170,4595,54,97,4,44,6,1,18,3,1,4,1,0,5,0
40,3,0,0,0,6560,373,4517,2,67,11,26,4,3,126.5,1,0,1,0,0,17,0
77,4,1,0,0,71604,1196,4542,3,345,53,528,98,75,97,8,3,5,1,1,4,2
43,2,1,1,1,27244,101,4432,84,6,5,17,3,24,46,2,2,2,2,0,7,0
53,2,1,1,2,48752,316,4882,8,73,57,100,71,15,0,6,1,5,5,0,9,1
60,2,1,1,1,71434,1400,4602,4,711,36,217,120.5,81,126.5,7,4,7,3,2,4,2
74,2,0,0,0,90842,1424,4653,57,774,70,118,120.5,81,93,4,9,13,1,0,1,2
44,3,1,1,1,88097,844,4998,24,163,0,480,0,81,75,6,5,8,1,3,9,1
47,2,1,1,1,51948,311,4603,51,82,33,54,71,30,41,5,2,4,2,0,5,1
40,2,1,0,0,71853,1149,4735,29,358,81,413,120.5,81,32,2,8,6,1,0,1,2
39,3,1,0,0,35876,129,4388,13,66,2,40,4,3,14,3,1,3,1,0,6,0
70,2,0,1,1,40049,32,4574,23,13,6,7,0,3,3,1,0,3,1,0,6,0
40,2,0,1,1,39660,299,5008,36,139,13,78,20,13,36,7,1,3,3,0,9,1
60,2,1,1,1,50127,320,4349,88,274,0,21,4,6,15,5,1,6,1,1,6,0
45,3,1,1,1,43263,441,4903,2,262,6,61,0,10,102,5,2,6,3,0,5,1
73,3,1,1,2,62845,1178,4954,3,1099,0,45,0,0,34,3,4,10,11,1,8,1
32,2,1,0,0,18929,85,4816,15,32,0,8,23,4,18,1,0,4,1,0,6,0
40,0,0,1,1,24367,24,4784,58,2,4,2,0,11,5,1,0,2,1,0,9,0
47,2,0,1,1,33249,112,4812,11,6,10,21,19,14,42,2,1,3,2,0,6,0
63,1,1,1,1,26887,30,4822,27,6,7,4,3,4,6,1,0,3,1,0,6,0
39,4,1,0,0,50150,410,4692,32,135,46,92,65,61,11,5,2,7,2,0,5,2
46,2,1,1,1,62061,800,4620,12,641,7,84,0,30,38,10,4,7,3,1,6,1
60,4,0,0,0,85696,1313,4740,88,714,76,395,116,0,12,4,6,9,1,0,1,2
66,4,1,0,0,76542,1483,4774,91,794,73,556,0,29,14,4,8,10,1,0,2,2
29,2,0,0,0,70515,1258,4569,12,420,0,452,120.5,64,126.5,6,6,4,1,0,2,2
35,2,1,1,1,18227,28,4916,21,1,2,7,4,3,11,0,1,2,1,0,8,0
57,2,1,1,1,69139,227,4471,23,86,12,75,33,15,6,4,1,5,1,0,4,1
40,2,1,0,0,69109,1555,4915,10,823,25,459,120.5,29,95,6,6,7,1,1,4,2
60,2,0,1,1,69627,861,4787,35,231,81,215,120.5,30,53,8,2,11,2,0,5,1
44,2,1,1,1,38136,103,4751,69,8,15,27,0,20,33,3,1,2,2,1,8,0
76,4,0,0,0,62159,634,4380,68,182,17,259,77,70,29,6,2,10,1,0,4,2
59,2,0,0,0,80695,1918,4500,85,557,81,556,120.5,37,18,5,8,5,1,0,2,2
51,3,0,1,2,33316,131,4586,34,79,1,31,4,4,12,2,1,4,3,0,6,0
54,2,1,1,2,58554,586,4959,55,368,24,68,38,0,88,8,2,6,6,0,7,1
30,0,1,1,1,17256,62,4536,10,6,4,14,8,8,22,2,1,2,2,1,8,0
48,2,0,1,2,53034,447,4713,30,160,15,196,15,11,50,6,1,7,8,0,8,1
72,1,1,0,0,52203,939,5016,36,488,21,238,56,81,28,8,7,11,1,0,6,2
45,1,0,1,1,59601,797,4657,14,691,7,69,0,7,23,2,2,7,4,1,8,1
64,3,0,1,1,75154,1143,4981,79,543,10,205,120.5,81,82,6,3,6,1,0,3,1
46,2,0,1,1,47025,415,4552,52,254,7,108,20,0,26,6,3,5,3,0,6,1
49,2,1,1,1,37971,30,4534,97,5,4,10,2,2,7,1,0,3,1,0,8,0
54,3,0,1,1,41335,187,4503,24,112,19,21,16,14,5,4,1,4,3,0,7,0
64,2,1,1,1,67267,251,4365,0,134,11,59,15,2,30,3,2,5,1,0,2,1
47,2,0,1,1,57338,237,4379,96,143,6,52,11,8,17,4,1,5,2,0,5,0
62,1,1,1,2,50523,91,4504,89,51,4,24,4,7,1,2,0,4,2,0,6,0
57,3,0,1,3,35791,35,4737,94,27,0,5,0,0,3,1,0,3,2,0,8,0
62,4,0,1,1,50611,493,4951,98,459,0,24,6,0,4,4,5,7,6,1,6,1
53,4,1,1,1,56242,971,4801,72,689,8,167,11,8,88,8,4,11,5,0,6,1
62,2,0,1,1,48904,371,4892,1,283,10,38,0,13,27,7,2,4,4,0,8,1
47,2,0,1,3,56243,396,4499,26,347,0,35,4,3,7,4,2,8,6,0,5,1
37,2,1,1,1,21355,68,4631,5,5,13,14,0,5,31,2,1,2,2,1,6,0
51,3,1,1,1,57420,322,4687,22,280,0,18,0,0,24,5,1,6,3,1,7,0
52,3,1,1,1,51381.5,317,4772,39,187,5,65,26,20,14,4,2,6,2,0,5,1
67,3,0,1,1,46390,222,4373,56,95,14,64,2,9,38,4,2,3,1,0,7,0
66,1,1,1,2,54342,177,4679,74,84,10,34,11,10,28,3,1,4,4,0,6,1
64,2,1,1,2,51381.5,45,4982,87,19,4,12,2,2,6,1,0,3,1,0,5,0
58,1,0,1,2,51381.5,21,4486,49,5,1,9,2,0,4,1,0,2,1,0,7,0
49,2,1,1,1,20895,45,4949,24,18,3,17,3,0,4,2,0,3,1,0,9,0
74,2,1,0,0,92344,1899,4483,9,992,24,556,51,19,119,5,10,5,0,2,1,2
50,4,1,1,1,51381.5,42,4437,17,25,1,13,0,0,3,1,0,3,1,0,7,0
46,1,1,1,2,26907,22,4631,10,9,1,7,0,3,2,1,0,3,2,0,7,0
42,2,1,1,2,44964,41,4878,35,19,1,17,2,0,2,1,0,3,1,0,8,0
43,2,1,0,0,75507,1440,4376,56,709,81,374,104,80,80,8,6,6,1,0,3,2
50,3,1,1,2,53761,325,4579,7,158,0,76,13,7,71,4,4,3,6,0,5,1
49,2,1,1,1,22682,95,4587,51,10,14,29,4,2,36,2,1,4,3,0,4,0
50,4,1,1,1,38887,42,4437,17,25,1,13,0,0,3,1,0,3,1,0,7,0
47,1,0,1,2,41658,72,4915,30,8,4,12,15,4,29,1,1,2,2,0,4,0
50,4,1,1,1,29791,20,4363,21,14,0,6,0,0,0,2,0,3,2,0,5,0
66,3,1,1,2,63915,789,4652,2,622,7,115,30,0,15,6,3,12,2,0,5,1
48,2,0,1,2,39996,15,4356,85,11,0,3,0,0,1,1,0,2,1,0,6,0
50,2,0,1,1,26759,59,4460,65,25,3,16,8,5,2,2,1,3,2,0,6,0
54,3,0,1,1,63841,908,4752,64,635,15,100,20,7,126.5,9,3,9,1,0,6,1
53,4,1,1,2,51039,417,4884,11,100,64,79,65,0,109,6,2,4,2,0,7,1
61,2,1,1,2,60544,289,4991,92,201,2,43,3,5,35,5,1,5,4,0,6,1
50,2,1,1,1,65685,769,4410,54,642,14,49,0,7,57,9,2,9,1,0,5,1
69,2,1,1,1,37716,188,4387,4,97,1,41,6,2,41,4,1,3,2,0,7,0
65,2,0,1,1,36864,354,5003,53,204,5,39,17,0,89,5,2,4,3,0,8,1
52,3,1,1,1,44511,727,4943,39,513,7,133,46,14,14,8,4,8,6,0,8,1
55,4,1,1,2,36947,146,5009,49,88,3,21,4,1,29,3,0,4,4,0,9,0
71,3,1,1,1,47352,319,4762,70,172,12,112,8,0,15,6,1,5,4,0,7,1
69,3,1,1,1,67087,794,4512,40,329,35,222,120.5,35,43,7,5,8,2,0,4,1
72,2,1,1,1,57045,454,4977,40,296,13,104,11,13,17,4,2,9,3,0,3,1
69,4,0,1,2,36957,152,4979,43,100,2,16,2,1,31,3,2,2,4,0,9,0
45,4,1,1,1,69389,797,4957,17,422,7,238,69,46,15,7,2,12,1,0,4,1
50,2,1,1,1,80134,1690,4723,40,1218,16,272,104,0,80,5,3,6,2,3,6,1
53,3,1,1,2,43142,20,4449,84,5,1,7,2,1,4,1,0,2,1,0,7,0
78,2,1,0,0,80589,1428,4476,25,507,81,520,120.5,40,26,5,10,5,1,1,1,2
32,2,0,1,1,34412,209,4819,62,52,12,50,4,36,55,5,0,3,3,0,9,0
43,2,0,1,1,57537,545,4702,83,191,56,139,51,8,100,4,3,8,4,0,4,1
56,0,1,0,0,22634,96,4847,47,2,23,11,8,6,46,2,1,2,1,0,8,0
74,2,1,0,0,51315,222,4444,45,68,28,39,16,30,41,2,2,5,1,0,2,2
50,2,1,1,3,36026,61,4423,34,20,4,10,6,4,17,2,0,3,2,0,6,0
49,2,1,1,2,24639,44,4470,3,20,3,16,0,4,1,2,0,4,3,0,6,0
50,4,1,1,3,34578,8,4397,1,7,0,1,0,0,0,1,0,2,1,0,6,0
50,1,0,0,0,65704,817,4577,18,279,81,74,38,8,126.5,2,10,10,1,0,1,2
56,2,0,1,1,63810,1371,4913,45,977,12,253,16,12,101,4,3,12,4,1,8,1
53,4,1,1,1,54132,42,4451,81,30,1,8,0,0,3,1,0,3,1,0,7,0
63,2,1,0,0,18690,60,4866,77,6,1,7,23,4,19,1,1,2,1,0,8,0
52,2,1,1,1,28164,78,4739,23,3,18,26,11,8,12,2,0,4,3,0,7,0
48,4,1,1,1,34596,23,4760,48,14,0,2,0,0,7,1,0,2,1,0,8,0
50,4,1,1,1,43269,19,4604,61,10,1,7,0,0,1,1,0,2,1,0,8,0
64,1,0,1,2,38741,61,4409,60,7,10,17,8,6,13,2,0,3,2,0,7,0
50,2,0,0,0,31907,449,4800,75,33,81,64,120.5,16,74,6,1,6,1,0,7,2
39,3,1,1,1,27100,37,4768,64,12,0,13,2,0,10,1,0,3,1,0,7,0
49,1,0,1,1,31163,38,4454,54,2,3,10,11,2,10,1,0,3,1,0,6,0
37,2,1,0,0,92533,1131,4510,84,693,21,118,110,81,42,6,5,11,1,2,2,2
49,2,0,1,2,34853,34,4506,75,9,3,15,2,3,2,2,0,3,2,0,6,0
55,2,0,1,2,70844,294,4560,16,129,26,67,3,67,2,6,1,5,5,0,7,1
43,1,1,1,2,31086,48,4739,79,16,2,11,3,0,16,1,1,2,2,1,8,0
61,2,1,1,2,60544,289,4991,92,201,2,43,3,5,35,5,1,5,4,0,6,1
36,1,1,0,0,20491,30,4838,16,5,4,5,4,2,10,0,1,2,1,0,7,0
58,2,1,0,0,42523,125,4385,96,14,36,11,3,26,35,1,1,4,1,0,2,0
39,2,1,1,1,39922,156,4818,30,29,12,59,19,1,36,3,0,4,2,0,8,0
70,2,1,1,2,33402,70,4664,60,26,2,19,10,5,8,2,1,3,3,0,8,0
73,3,1,1,2,36408,22,4599,11,9,1,4,3,2,3,1,0,2,1,0,6,0
43,2,1,1,1,21645,65,4982,75,14,0,23,4,5,19,3,0,3,3,0,9,0
74,3,0,0,0,78427,1930,4931,36,972,19,556,120.5,26,126.5,3,7,10,3,1,3,2
76,2,1,0,0,82657,2283,4593,71,966,81,556,120.5,81,126,7,5,10,1,2,4,2
64,2,1,0,0,51876,310,4575,88,99,27,102,28,48,6,2,2,8,1,0,1,2
51,1,1,0,0,78041,1319,4878,93,482,35,553,72,81,17,4,4,9,1,0,2,2
65,2,1,1,1,52852,879,4893,93,714,8,99,11,0,47,10,7,5,4,1,8,1
40,4,1,0,0,70038,1244,4565,54,587,54,348,71,54,126.5,4,4,8,1,0,2,2
49,1,1,1,1,69401,690,4416,41,399,27,159,58,8,39,4,4,5,4,0,2,1
50,2,1,1,1,46053,209,4815,46,56,10,92,19,7,25,3,2,4,3,0,5,1
57,2,1,0,0,77343,1134,4338,28,227,81,556,98,54,31,3,4,9,1,0,1,2
69,2,0,0,0,73892,1507,4546,40,703,81,556,0,58,43,3,11,8,1,0,1,2
55,4,0,1,1,40304,57,4590,82,37,0,17,0,0,3,2,0,3,1,0,7,0
57,4,1,0,0,32727,529,4988,38,167,13,180,86,13,70,7,3,5,2,0,8,1
53,2,1,0,0,68695,1091,4322,3,458,81,356,106,50,40,4,4,7,1,0,2,2
51,2,0,1,1,43300,180,4942,87,91,3,52,2,1,31,4,0,4,3,0,8,0
50,2,1,1,2,26290,77,4851,49,15,8,16,11,5,22,2,0,4,4,0,6,0
52,2,0,0,0,93790,2349,4455,16,1225,68,556,89,81,45,6,7,12,0,3,2,2
48,4,1,0,0,38410,534,4971,65,153,64,123,116,64,14,5,2,9,2,0,6,2
72,3,0,1,1,64866,556,4472,9,508,5,21,7,5,10,7,3,7,4,1,5,1
63,2,1,1,1,57957,637,4632,24,290,59,177,77,5,29,4,6,8,7,0,3,1
67,4,1,1,2,46015,46,4395,25,38,0,2,0,0,6,1,0,3,1,2,7,0
44,2,1,1,1,16531,44,4329,43,2,13,6,7,5,11,3,0,3,3,0,7,0
36,3,1,1,1,28072,47,4674,10,30,0,10,2,0,5,1,0,3,1,0,7,0
59,3,0,1,1,49476,795,4692,29,386,23,95,54,41,126.5,2,11,5,4,0,2,1
69,2,1,1,1,50725,586,4819,45,443,10,75,0,10,48,8,1,8,4,0,8,1
70,2,1,0,0,83844,1574,4731,57,901,31,345,75,31,126.5,4,4,11,1,1,1,2
72,4,1,1,2,41145,13,4459,20,9,0,3,0,0,1,0,0,3,1,0,3,0
52,2,1,1,1,67419,1471,4847,29,846,81,352,91,56,42,9,4,8,4,0,5,1
52,1,1,1,2,23162,65,4508,82,8,3,9,19,4,22,1,1,3,3,0,6,0
45,2,1,1,1,34380,175,4741,68,72,7,58,13,1,24,4,1,3,4,0,8,0
56,2,0,1,1,34704,40,4746,65,29,0,5,0,1,5,1,0,3,1,0,5,0
53,4,1,1,2,94871,1078,4984,99,169,24,553,120.5,0,126.5,8,5,4,1,2,7,1
64,2,1,1,1,65148,1115,4908,9,460,35,422,33,12,126.5,6,6,7,2,0,4,1
68,2,1,1,1,39898,134,4820,20,69,8,26,12,7,12,3,0,4,2,0,7,0
66,3,0,0,0,64857,1540,4901,78,556,14,556,120.5,0,43,7,5,10,1,0,4,2
52,4,1,1,1,59892,87,4557,26,73,0,13,0,1,0,2,1,3,1,0,3,0
35,3,0,0,0,41020,217,4562,68,112,1,54,7,7,36,3,2,4,1,0,3,0
61,4,1,1,1,57072,1034,4474,79,944,0,60,0,0,30,7,5,13,2,1,5,1
43,2,0,1,1,60474,1180,4772,25,265,81,303,120.5,9,126.5,10,2,12,7,0,7,1
